"legacy_code","current_code","chogan_name","category","subcategory","reference_brand","reference_perfume","verification_status","match_confidence","notes","type","price","gender_category","head_note","heart_note","base_note","product_url","match_reasoning","source_url","match_method"
"","060","Perfume for Him with 30% essence","New","New / Unverified","Giorgio Armani","Acqua di Giò Profumo / Profondo family","New / Unverified","Possible","Aquatic salty citrus-iris/marine-musk woody profile; not enough exact overlap for a confident 1:1 reference.","Perfume","48,00 €","Men","Fruity Notes, Salt","Bergamot, Iris, Lemon, Mandarin Orange","Musk, Sea Water, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/9049","Aquatic salty citrus-iris/marine-musk woody profile; not enough exact overlap for a confident 1:1 reference.","","New unverified import"
"","066","Perfume for Him with 30% essence","New","New / Unverified","Costume National","Scent Intense","New / Unverified","Very likely","Exact structure: tea/cinnamon/apple/bergamot; hibiscus/jasmine/davana; amber/leather/olibanum/patchouli/sandalwood.","Perfume","35,00 €","Men","Apple, Bergamot, Cinnamon, Tea","Davana, Hibiscus, Jasmine","Amber, Leather, Olibanum (Frankincense), Patchouli, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/9055","Exact structure: tea/cinnamon/apple/bergamot; hibiscus/jasmine/davana; amber/leather/olibanum/patchouli/sandalwood.","https://goldapple.ae/19000191691-scent-intense","New unverified import"
"","078","Perfume for Him with 30% essence","New","New / Unverified","Versace","Eros Eau de Toilette","New / Unverified","Probable","Strong Eros-style overlap in mint/vanilla/vetiver/oakmoss with amber-spicy facets, but missing some characteristic listed top notes from Eros.","Perfume","35,00 €","Men","Amber, Mint","Pepper, Spices, Vetiver","Oakmoss, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9069","Strong Eros-style overlap in mint/vanilla/vetiver/oakmoss with amber-spicy facets, but missing some characteristic listed top notes from Eros.","https://www.google.com/search?q=%22Versace+Eros%22+mint+vanilla+vetiver+oakmoss","New unverified import"
"","108","Perfume for Him with 30% essence","New","New / Unverified","Creed","Green Irish Tweed","New / Unverified","Very likely","Exact structure: iris+lemon verbena; violet leaf; ambergris+sandalwood.","Perfume","48,00 €","Men","Iris, Lemon Verbena","Violet Leaf","Ambergris, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/8892","Exact structure: iris+lemon verbena; violet leaf; ambergris+sandalwood.","https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html","New unverified import"
"","146U","Scarlet Flame - Unisex Luxury Perfume","New","New / Unverified","Balmain Beauty","Rouge","New / Unverified","Very likely","Exact/same unusual note set: georgywood, iris, lily, magnolia, osmanthus and ylang-ylang.","Perfume","52,00 €","Unisex","","Georgywood, Iris, Lily, Magnolia, Osmanthus, Ylang-Ylang","","https://www.chogangroupspa.com/chogangroup/productDetail/13266","Exact/same unusual note set: georgywood, iris, lily, magnolia, osmanthus and ylang-ylang.","https://www.fragrantica.com/perfume/Balmain-Beauty/Rouge-96731.html","New unverified import"
"","147M","Dark Nectar - Perfume for Him","New","New / Unverified","Hugo Boss","Bottled Absolu","New / Unverified","Very likely","Exact note structure: incense + leather / myrrh + patchouli / cedarwood + davana.","Perfume","35,00 €","Men","Incense, Leather","Myrrh, Patchouli","Cedarwood, Davana","https://www.chogangroupspa.com/chogangroup/productDetail/11278","Exact note structure: incense + leather / myrrh + patchouli / cedarwood + davana.","https://www.fragrantica.com/perfume/Hugo-Boss/Bottled-Absolu-96246.html","New unverified import"
"","148W","Divine Aura - Perfume for Her","New","New / Unverified","Burberry","Goddess","New / Unverified","Very likely","Exact note structure: vanilla, lavender, cacao and ginger / vanilla caviar / vanilla absolute.","Perfume","35,00 €","Women","Cacao, Ginger, Lavender, Vanilla","Vanilla Caviar","Vanilla absolute","https://www.chogangroupspa.com/chogangroup/productDetail/11293","Exact note structure: vanilla, lavender, cacao and ginger / vanilla caviar / vanilla absolute.","https://www.fragrantica.com/perfume/Burberry/Goddess-83483.html","New unverified import"
"","150M","Unbending Man - Perfume for Him","New","New / Unverified","Hugo Boss","Hugo Man","New / Unverified","Very likely","Exact note match appears in online note listings: green apple, lavender, mint, grapefruit and basil opening; sage/geranium/carnation/jasmine heart; fir/cedar/patchouli base.","Perfume","35,00 €","Men","Apple, Basil, Grapefruit, Lavender, Mint","Carnation, Geranium, Jasmine, Sage","Cedarwood, Fir, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/11083","Exact note match appears in online note listings: green apple, lavender, mint, grapefruit and basil opening; sage/geranium/carnation/jasmine heart; fir/cedar/patchouli base.","https://www.instagram.com/p/DW24nhZgU_n/","New unverified import"
"","156W","Unbending Woman - Perfume for Her","New","New / Unverified","Hugo Boss","Hugo Woman","New / Unverified","Very likely","Retailer/source labels Millésime N°156 as inspired by Hugo for Her; pyramid matches fruity-floral woody Hugo Woman-style note set.","Perfume","35,00 €","Women","Apple, Black Currant, Cyclamen, Melon, Oakmoss, Papaya, Peach","Jasmine, Lily, Orris Root, Water Hyacinth","Amber, Cedar, Orchid, Resins, Sandalwood, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/11068","Retailer/source labels Millésime N°156 as inspired by Hugo for Her; pyramid matches fruity-floral woody Hugo Woman-style note set.","https://essencesignature.fr/en/products/millesime-n-156-inspired-by-hugo-for-her","New unverified import"
"","161W","Eternal Love For Her - Perfume","New","New / Unverified","Valentino","Donna Born In Roma Intense","New / Unverified","Very likely","Exact note structure: amber + bourbon vanilla / jasmine / benzoin.","Perfume","35,00 €","Women","Amber, Bourbon vanilla","Jasmine","Benzoin","https://www.chogangroupspa.com/chogangroup/productDetail/11481","Exact note structure: amber + bourbon vanilla / jasmine / benzoin.","https://www.fragrantica.com/perfume/Valentino/Valentino-Donna-Born-In-Roma-Intense-78739.html","New unverified import"
"","162M","Eternal Love For Him - Perfume","New","New / Unverified","Valentino","Uomo Born In Roma Intense","New / Unverified","Very likely","Exact note structure: vanilla / lavender / vetiver.","Perfume","35,00 €","Men","Vanilla","Lavender","Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/11466","Exact note structure: vanilla / lavender / vetiver.","https://www.fragrantica.com/perfume/Valentino/Valentino-Uomo-Born-In-Roma-Intense-78740.html","New unverified import"
"","163W","Blooming Skin – Perfume for Her","New","New / Unverified","Miu Miu","Miutine","New / Unverified","Very likely","Distinctive 2025 fruity-gourmand floral DNA: strawberry/gardenia with jasmine/rose and brown sugar/vanilla/patchouli/oakmoss base.","Perfume","45,00 €","","Gardenia, Strawberry","Jasmine, Rose","Amber, Bourbon vanilla, Brown Sugar, Moss, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/13686","Distinctive 2025 fruity-gourmand floral DNA: strawberry/gardenia with jasmine/rose and brown sugar/vanilla/patchouli/oakmoss base.","https://www.whowhatwear.com/beauty/fragrance/miu-miu-miutine-perfume-launch","New unverified import"
"","164M","Unfold – Perfume for Him","New","New / Unverified","Prada","Paradigme","New / Unverified","Very likely","Exact note structure found online: bergamot+musk / geranium / benzoin+peru balsam+guaiac wood.","Perfume","45,00 €","Men","Bergamot, Musk","Geranium","Benzoin, Guaiac Wood, Peru Balsam","https://www.chogangroupspa.com/chogangroup/productDetail/13706","Exact note structure found online: bergamot+musk / geranium / benzoin+peru balsam+guaiac wood.","https://www.fragrantica.com/perfume/Prada/Paradigme-110661.html","New unverified import"
"","AFRODITE","AFRODITE - Perfume for Her with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","","Black Currant, Cacao Butter, Cherry, Hazelnut Cocoa Spread","Cinnamon, Jasmine, Pink Pepper, Rose, Tuberose","Amber, Musk, Patchouli, Sandalwood, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9963","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","APOLLO","APOLLO - Perfume for Him with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","Men","Bergamot, Lavender, Orange Blossom, Pineapple","Benzoin, Freesia, Jasmine, Myrrh, Olibanum (Frankincense), Tobacco Blossom","Amber, Cedarwood, Cypriol Oil or Nagarmotha, Musk, Patchouli, Praline, Vanilla, White Tobacco","https://www.chogangroupspa.com/chogangroup/productDetail/9923","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","ARES","ARES - Unisex Perfume with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","Unisex","Bergamot, Orange, Pepper","Blood, Jasmine, Orange Blossom, Ylang-Ylang","Amber, Cedarwood, Musk, Skin, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9903","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","ARTEMIDE","ARTEMIDE - Perfume for Her with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","","Herbal Notes, Mandarin Orange","Cloves, Jasmine, Suede","Amber, Birch, Cedarwood, Guaiac Wood, Oakmoss, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/9953","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","ASTRAL24","Astral24 - Luxury Perfume for Her with 30% Essence","New","New / Unverified","Unknown","Unknown","Unknown","Unknown","Limited/new Chogan item; note pyramid suggests sparkling peach/champagne floral musk but I found no reliable reference mapping.","Perfume","60,00 €","Women","Bergamot, Champagne, Lemon","Jasmine, Neroli, Osmanthus, Peach, Peach Blossom, Peony","Amber, White Musk, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/8656","Limited/new Chogan item; note pyramid suggests sparkling peach/champagne floral musk but I found no reliable reference mapping.","","New unverified import"
"","ERMES","ERMES - Profumo Uomo Essenza 30%","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","Men","Bergamot, Lemon, Papaya","Cardamom, Carnation, Cinnamon, Truffle, Walnut","Amber, Cedarwood, Musk, Tonka Bean, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/9913","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","EVENT23M","Mystère - Luxury Perfume For Him With 30%Essence","New","New / Unverified","Unknown","Unknown","Unknown","Unknown","Event limited item with broad aquatic-aromatic fruity note stack; no reliable reference mapping found.","Perfume","60,00 €","Men","Bergamot, Ginger, Lavender, Lemon, Mint, Orange, Pear, Sea Water","Apple, Cardamom, Geranium, Ginger, Juniper, Lavender, Melon, Peach","Amber, Cedar, Musk, Tonka Bean, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/7905","Event limited item with broad aquatic-aromatic fruity note stack; no reliable reference mapping found.","","New unverified import"
"","EVENT23W","Séduction - Luxury Perfume For Her with 30% essence","New","New / Unverified","Tiziana Terenzi","Kirke","New / Unverified","Possible","Fruit/sand/lily/heliotrope/musk/vanilla profile is Kirke-like and overlaps Chogan 110U, but EVENT23W has extra gourmand/amber facets.","Perfume","60,00 €","Women","Passionfruit, Peach, Pink Pepper, Plum, Raspberry, Violet","Cashmir wood, Heliotrope, Lily-of-the-Valley, Peach, Rose, Sandalwood, White Amber","Amber, Ambergris, Benzoin, Gourmand Accord, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/7907","Fruit/sand/lily/heliotrope/musk/vanilla profile is Kirke-like and overlaps Chogan 110U, but EVENT23W has extra gourmand/amber facets.","https://www.fragrantica.com/perfume/Tiziana-Terenzi/Kirke-32172.html","New unverified import"
"","IMPERATRIX","Imperatrix - Luxury Perfume for Her with 30% essence","New","New / Unverified","Chogan / 10 Years Edition","Original or special edition","Unknown","Unknown","Looks like Chogan/Olfazeta anniversary/special line; no reliable 1:1 reference mapping found.","Perfume","60,00 €","","Black Currant, Blackberry, Lemon, Orange","Caramel, Coconut, Jasmine, Lily-of-the-Valley, Milk, Rose, Violet","Amber, Musk, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9858","Looks like Chogan/Olfazeta anniversary/special line; no reliable 1:1 reference mapping found.","https://olfazeta.nl/en/products/imperatrix-10-years-edition","New unverified import"
"","LOVE22","Scented Love - Extrait de Parfum for Her","New","New / Unverified","Lolita Lempicka","Lolita Lempicka Eau de Parfum","New / Unverified","Probable","Anise/licorice/cherry/almond/tonka/vanilla/rose profile is strongly Lolita Lempicka-like, but not exact enough for confirmed.","Perfume","19,90 €","","Almond, Bergamot, Cherry, Star Anise","Bulgarian Rose, Licorice, Peach, Rose","Anise, Cedar, Musk, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/6961","Anise/licorice/cherry/almond/tonka/vanilla/rose profile is strongly Lolita Lempicka-like, but not exact enough for confirmed.","https://www.google.com/search?q=%22Lolita+Lempicka%22+anise+licorice+cherry+almond+tonka+vanilla","New unverified import"
"","LOVE24","Scented Love - Extrait de Parfum for Her","New","New / Unverified","Unknown","Unknown","Unknown","Unknown","Scented Love limited edition; sweet amber floral gourmand but no responsible 1:1 reference found.","Perfume","24,90 €","","Bergamot, Mandarin Orange, Osmanthus, Raspberry","Ginger, Jasmine, Rose, Tuberose","Amber, Caramel, Cedar, Licorice, Patchouli, Sandalwood, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/7551","Scented Love limited edition; sweet amber floral gourmand but no responsible 1:1 reference found.","","New unverified import"
"","LOVE25","Scented Love - Extrait de Parfum for Her","New","New / Unverified","Dior","Hypnotic Poison","New / Unverified","Very likely","Nearly the same as classic Hypnotic Poison-style pyramid: coconut/plum/apricot opening, white floral heart, almond/vanilla/sandalwood/musk base. Existing code 023 already maps to Hypnotic Poison.","Perfume","24,90 €","","Apricot, Bitter Orange, Coconut, Lemon, Plum","Jasmine, Lily-of-the-Valley, Orange Blossom, Rose, Tuberose","Almond, Musk, Sandalwood, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/7562","Nearly the same as classic Hypnotic Poison-style pyramid: coconut/plum/apricot opening, white floral heart, almond/vanilla/sandalwood/musk base. Existing code 023 already maps to Hypnotic Poison.","https://www.google.com/search?q=%22Hypnotic+Poison%22+coconut+plum+apricot+jasmine+tuberose+almond+vanilla","New unverified import"
"","MEDUSA","MEDUSA - Perfume for Her with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","","Lemon, Passionfruit, Salt, Seaweed, Yuzu","Carnation, Lily-of-the-Valley, Lotus, Water Lily","Amber, Musk, Sandalwood, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/9943","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
"","MULTIVERSE","Multiverse - Luxury Perfume for Him with 30% Essence","New","New / Unverified","Unknown","Unknown","Unknown","Unknown","10 Years / limited Chogan luxury line; no reliable external dupe mapping found.","Perfume","60,00 €","Men","Bergamot, Cardamom, Cinnamon","Guaiac Wood, Orange Blossom, Praline, Woody Notes","Amber, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/8654","10 Years / limited Chogan luxury line; no reliable external dupe mapping found.","","New unverified import"
"","MY003","Perfume for Her with 30% essence","New","New / Unverified","Unknown","Unknown","Unknown","Unknown","Appears to be an expensive/bulk product or special entry and has no scraped pyramid; exclude from dupe matching until clarified.","Perfume","1.794,00 €","","","","","https://www.chogangroupspa.com/chogangroup/productDetail/10943","Appears to be an expensive/bulk product or special entry and has no scraped pyramid; exclude from dupe matching until clarified.","","New unverified import"
"","NADIR","Nadir- Luxury Perfume for Him with 30% essence","New","New / Unverified","Chogan / 10 Years Edition","Original or special edition","Unknown","Unknown","Looks like Chogan/Olfazeta anniversary/special line; no reliable 1:1 reference mapping found.","Perfume","60,00 €","Men","Bergamot, Coriander","Jasmine, Orange Blossom","Amber, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9843","Looks like Chogan/Olfazeta anniversary/special line; no reliable 1:1 reference mapping found.","","New unverified import"
"","ZEUS","ZEUS - Perfume for Him with 30% essence","New","New / Unverified","","","Original / no dupe","Original / no dupe","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","Perfume","299,00 €","Men","Cardamom, Cinnamon, Eucalyptus, Lemon, Orange, Rum","Geranium, Tobacco Blossom, Violet Leaf, Water","Patchouli, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/9933","Mytologik line is described by Chogan as original and unique creations inspired by mythology, not direct designer dupes.","https://www.chogangroupspa.com/blog/mytologik-where-myth-takes-shape","New unverified import"
